,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
205,33877783,make stats colour more readable,"when debugging the frame rate on an ios device, if the frame rate is less than 30 the text is red against the pink background making it difficult to read. can the background or the text colour be more contrasting?
 a-frame version: 0.2.0
 platform/device: iphone 6s ios 9.3


",1,0,0,0,5,48,9.46,282,1,3,3,10451,0,rate frame background text pink contrasting colour 9.3 iphone ios,rate frame background text pink contrasting colour 9.3 iphone ios red 0.2.0 30 difficult device io platform/device debug a-frame read
206,37390680,"remove ""no handlers could be found for logger ""gensim.models.word2vec"" message during import","instead print the actual message that word2vec is trying to print

",0,0,0,0,12,11,11.58,34,1,3,2,9830,0,print word2vec message actual,print word2vec message actual
207,9036689,falls through with other comments,"i had something like this in my code and it failed to detect `/* falls through */`.


if i switch the order of the two comments it works:


but that's pretty ugly, imho :) so it would be really nice if `/* falls through */` is detected after the last expression, not before the next `case`

",0,2,0,0,5,51,8.26,0,4,28,5,8223,1,/* detect */ fall ugly imho expression switch pretty nice,/* detect */ fall ugly imho expression switch pretty nice comment fail code
208,38425054,missing sdbs errors when opening mshtml.dll,"if you try to open mshtml.dll with r2 you'll see the following output:


i tried to see if the sdbs were in a different directory but these sdbs don't exist. if this is a known issue please close it out. this is the first time i've tried to analyze a windows dll in r2. 

",0,1,0,0,6,54,5.1,54,3,175,1,10992,1,sdbs r2 mshtml.dll dll analyze directory exist close window output,sdbs r2 mshtml.dll dll analyze directory exist close window output time issue
209,49122616,crypto docs don't explain the function signatures,"i just spent about an hour bashing my head against the wall because the documentation for `crypto.publicencrypt` & co. don't explain that they *return a new `buffer` with the encrypted data* instead of encrypting the passed-in `buffer` *in place*.

yes, in hindsight, this should have been obvious, but i don't get why *these* functions don't explain their return values when so much of the *rest* of core *does*.
",0,0,0,0,7,67,11.63,19,1,4,3,64262,1,encrypt buffer explain wall place* passed-in hindsight data* crypto.publicencrypt co.,encrypt buffer explain wall place* passed-in hindsight data* crypto.publicencrypt co. *these* *return *rest* *in *does* spend hour obvious head bash
210,52323708,drtj all ?,"looking at json output for things. is it possible to dump all register information, such as a `drtj all`?

i can use `drj`, but it misses sse and such.
",0,0,0,0,2,29,5.33,0,2,32,31,10992,0,sse drtj drj dump register json output,sse drtj drj dump register json output
211,38682004,?o should handle string -> id conversions too,"
",0,0,0,0,7,0,-15.81,5,4,21,3,10992,0,,
212,47366596,docs: explain why path.posix.normalize does not replace windows slashes,"
* version: 4.4.2
* platform: windows 8.1 64 bit
* subsystem: node.js native path module

--

output:

~~1 output should be the same as 2s though~~
docs need to explain why this is the expected output


",1,1,1,0,9,32,11.79,7,,,,64262,1,output ~~1 though~~ 4.4.2 8.1 64 native node.js bit explain,output ~~1 though~~ 4.4.2 8.1 64 native node.js bit explain path expected windows subsystem module doc platform version
213,45364529,improve captcha error message if service unreachable,"if the captcha service is unreachable (for instance, if phpmyadmin is running on a machine without network access), the error message shown ""entered captcha is wrong, try again!"" is misleading.

i don't see an obvious way to improve this, but it would be great if we could detect various failure modes (unable to reach the service vs failing the test) and inform the user according to the failure type.
",0,0,0,0,7,69,10.99,0,2,9,2,4445,0,captcha service failure unreachable inform entered unable reach mislead detect,captcha service failure unreachable inform entered unable reach mislead detect network improve accord phpmyadmin machine access obvious mode instance wrong
214,31749478,throw an error in the launcher if the user sets an unknown flag,"some of our flags are very easy to mistype. rather than silently ignoring unknown flags, we should at least show a warning and probably exit with an error if a user invokes protractor with an unknown flag.

",0,0,0,0,13,37,9.05,19,2,148,40,8337,0,flag unknown mistype silently protractor invoke exit ignore easy warning,flag unknown mistype silently protractor invoke exit ignore easy warning user error
215,1311872,zoomout by meta key should be disabled.,"pressing meta (win) key in firefox 12/debian linux unstable makes the map zoomed out. this behaviour should be disabled, because the meta key can be used for global keyboard shortcuts.

code:

src/map/handler/map.keyboard.js

// list of e.keycode values for particular actions
keycodes: {
left:    [37],
right:   [39],
down:    [40],
up:      [38],
zoomin:  [187, 61, 107],
zoomout: [189, 109, 0]
},

the meta key has keycode 0 in ff/linux.

",0,0,0,0,7,64,12.83,,4,4,3,25710,0,meta key unstable src/map/handler/map.keyboard.js keycodes keycode ff/linux e.keycode 39 37,meta key unstable src/map/handler/map.keyboard.js keycodes keycode ff/linux e.keycode 39 37 189 187 12/debian 109 107 zoomout zoomin win 38 61
216,3087392,maxnativezoom doesn't work with detectretina,"from comment on #1798

",0,0,0,0,5,4,4.35,,1,1,1,25710,0,1798 comment,1798 comment
217,43344970,invalid variables in output names give confusing errors,"please see the example reproduction at https://github.com/katre/invalid-output-name-test-case

if i define a rule with an output, which contains an invalid variable to expand, such as:

when i build that, i would expect an error telling me that the 'nonexistent' variable can't be expanded and this caused an error.

instead, i get an error that the output 'bad_output' does not exist, which is very confusing.



",0,3,0,0,8,63,14.06,58,2,23,6,12790,1,expand variable error //github.com/katre/invalid-output-name-test-case 'nonexistent 'bad_output output confusing reproduction invalid,expand variable error //github.com/katre/invalid-output-name-test-case 'nonexistent 'bad_output output confusing reproduction invalid define exist rule build expect http
218,23691650,add support for codacy code coverage ,"example url : `https://api.codacy.com/project/badge/coverage/ff95c3e5360649638c61f2834bffd8b2`

",0,0,0,0,6,3,131.03,0,1,31,0,9058,0,//api.codacy.com/project/badge/coverage/ff95c3e5360649638c61f2834bffd8b2 url http,//api.codacy.com/project/badge/coverage/ff95c3e5360649638c61f2834bffd8b2 url http
219,46604059,get method does not check options's object prototype,"
* version: v6.10.0
* platform: 3.10.0-514.2.2.el7.x86_64 #1 smp tue dec 6 23:06:41 utc 2016 x86_64 x86_64 x86_64 gnu/linux and windows 8.1 64

the get method of http and https modules does not check the prototype of the given object. i guess this replicates to all other request/response methods.
the following code is ran on a machine that does not have anything running on port 8989:
and we receive the following output:
this means the port takes the default value and successfully connects instead of taking the 8989 port from the prototype.
is this intended?

the need for this code arose from the necessity to reuse some default options in multiple requests. so i would like to ask a followup question:

can reusing(altering) the options object passed to a http/https request cause unexpected behavior(requests being made to the last value of the object instead of the value at the moment of the function call or performance losses)?
",0,2,2,0,8,154,11.79,,1,1,0,64262,1,port x86_64 8989 prototype reuse object request v6.10.0 tue request/response,port x86_64 8989 prototype reuse object request v6.10.0 tue request/response necessity followup connects 3.10.0-514.2.2.el7.x86_64 23:06:41 method http/https alter option replicate
220,35628933,more detailed/consistent logging around word2vec words dropped,"
on first glance, it shows that `98%` of the corpus is left intact. you feel all warm and fuzzy inside.

but just before reading that, in spite of telling us that it dropped `100,300` unique words, it doesn't tell us that this accounts for `37.9%` of our unique words! this should stand out.

",0,1,0,0,7,53,6.96,33,1,9,7,9830,1,"unique word warm intact glance fuzzy 37.9 100,300 spite 98","unique word warm intact glance fuzzy 37.9 100,300 spite 98 stand account drop corpus feel leave inside read"
221,3304582,mistake in examples: http://guides.rubyonrails.org/association_basics.html,"at section 4.4.2

for example, this association uses two such options:


the has_and_belongs_to_many association supports these options:

:association_foreign_key
:autosave
:class_name
:foreign_key
:join_table
:validate

!!!! if you look at example, ""uniq"" and ""read_only"" are not in options list. could you please change the example.

",0,1,0,0,4,42,19.54,,1,3,2,44087,0,association option `` uniq read_only join_table has_and_belongs_to_many foreign_key class_name autosave,association option `` uniq read_only join_table has_and_belongs_to_many foreign_key class_name autosave association_foreign_key 4.4.2 validate list support change
222,38335116,tab bar and find bar unaligned,"describe the issue you encountered:

<img width=""63"" alt=""screenshot 2016-10-21 1 15 16"" src=""https://cloud.githubusercontent.com/assets/3362943/19568276/ef48a73e-972b-11e6-9ebc-c0a7302c8d00.png"">
 platform (win7, 8, 10? macos? linux distro?): os x
 brave version: master branch
 any related issues:

",0,0,0,0,6,29,29.34,72,4,13,19,8206,0,`` 63 2016-10-21 //cloud.githubusercontent.com/assets/3362943/19568276/ef48a73e-972b-11e6-9ebc-c0a7302c8d00.png 15 distro win7 width= alt= 16,`` 63 2016-10-21 //cloud.githubusercontent.com/assets/3362943/19568276/ef48a73e-972b-11e6-9ebc-c0a7302c8d00.png 15 distro win7 width= alt= 16 img src= brave branch screenshot issue os encounter macos 10
223,43051329,run modal's onexit function after the exit animation,"using the modal component with react-router is difficult because when changing the route to a route that doesn't contain the modal, the exit animation doesn't have the time to finish before the modal is removed from the dom.
the only solution i found until now is to close the modal manually and run `settimeout(hashhistory.push('/whatever'), 500)`, to let the modal quit properly before being removed from the dom, but it's a pretty ugly solution.

it would be better if we could run the `onexit` function (or a new one) at the end of the exit animation so we could have more control on what's happening.
",0,0,0,0,8,104,10.35,0,3,117,61,8211,1,modal route exit dom animation solution remove react-router onexit hashhistory.push,modal route exit dom animation solution remove react-router onexit hashhistory.push '/whatever settimeout ugly quit finish 500 difficult manually pretty properly
224,39315028,[fiber] handle errors in callbacks,"during the commit phase (when updates are flushed to the dom), errors that are thrown inside `componentdidmount` and `componentdidupdate` are trapped so they can be handled later, after the tree has been committed.

an error thrown in a `setstate` callback should be trapped and handled the same way.

here's the relevant section of code: https://github.com/facebook/react/blob/master/src/renderers/shared/fiber/reactfibercommitwork.js#l302-l330

",0,0,0,0,5,55,22.12,40,4,68,8,136126,1,trap commit handle phase l302-l330 componentdidmount //github.com/facebook/react/blob/master/src/renderers/shared/fiber/reactfibercommitwork.js setstate componentdidupdate tree,trap commit handle phase l302-l330 componentdidmount //github.com/facebook/react/blob/master/src/renderers/shared/fiber/reactfibercommitwork.js setstate componentdidupdate tree flush thrown dom error relevant callback throw inside update code
225,37139673,vml does not update bounds when panning,"it seems that the vml renderer is not updating its bounds (and thus, not updating the geometries' clipping box) when the map is panned around.

to reproduce:
 open up ie8
 go to http://leafletjs.com/examples/choropleth.html
 zoom in a couple of times somewhere
 pan somewhere
 see how the vector layers are cropped by the bounds of the map previous to the panning


the solution might be to modify the `_update` method of `l.svg.vml` and call `this.fire('update')` (as done in https://github.com/leaflet/leaflet/commit/c931d330fea6958342423550ea9cc58d1d78fcda ) so that the vector geometries re-clip themselves.

anyone wanting to pick this up: fork the repo, clone it locally, apply the suggested fix, run some of the examples in the `debug/vector` directory with ie8. if successful, submit a pull request.

",1,0,0,0,7,117,15.62,0,1,1,0,25710,0,pan vector ie8 bound vml re-clip l.svg.vml geometries debug/vector clip,pan vector ie8 bound vml re-clip l.svg.vml geometries debug/vector clip _update //leafletjs.com/examples/choropleth.html //github.com/leaflet/leaflet/commit/c931d330fea6958342423550ea9cc58d1d78fcda 'update update map this.fire suggested renderer locally
226,46506452,create index : unable to use custom analyzer in default mapping at index creation time,"elasticsearch version: 5.2.2

plugins installed: [analysis-phonetic]

jvm version: oracle java 1.8.0_77 (build 1.8.0_77-b03)

os version: windows 7

description of the problem including expected versus actual behavior:

when using create index api, i can define custom analyzers in ""analysis"" section.
i can also define the default mapping in the ""mapping"" section.
but when i want to use one of my custom analyzers in the mapping section, elasticsearch fails.

steps to reproduce:

provide logs (if relevant):

elasticsearch response:
",0,2,0,0,14,76,16.6,0,6,63,33,44138,0,mapping elasticsearch analyzer custom define `` analysis-phonetic 5.2.2 1.8.0_77-b03 1.8.0_77,mapping elasticsearch analyzer custom define `` analysis-phonetic 5.2.2 1.8.0_77-b03 1.8.0_77 version oracle jvm versus java analysis fails response relevant os
227,45639794,update lua from 5.1 to 5.3,"configure currently checks for lua 5.1:
",0,0,0,0,6,6,11.07,59,3,1,5,10992,0,lua 5.1 configure check,lua 5.1 configure check
228,22685294,add support for mkdir -p ,"right now:


we have `r_file_rmkdir` (recursive makedir), which shoulkd be proabbly renamed to `r_file_mkdirp` to avoid confusion with `rm`.

maybe we want to make r2's mkdir use this instead of a plain mkdir. or we can just add support for `rmkdir -p` command.

this will be handy to debug https://github.com/radare/radare2/issues/2768

",0,1,0,0,5,50,14.12,0,1,16,4,10992,0,mkdir shoulkd rmkdir r_file_rmkdir r_file_mkdirp proabbly makedir handy //github.com/radare/radare2/issues/2768 rm,mkdir shoulkd rmkdir r_file_rmkdir r_file_mkdirp proabbly makedir handy //github.com/radare/radare2/issues/2768 rm recursive confusion -p plain avoid rename r2 debug support command
229,38505785,a typo in no-unexpected-multiline rule documentation,"
> a newline _character character_ always ends a statement

",1,0,0,0,6,8,15.91,0,1,1,1,14910,1,character_ _character newline statement,character_ _character newline statement
230,57407340,doesn't default to primary key when creating relations,"when creating a new foreign key or relation, pma does no longer default to the primary key after selecting a target table.
",0,0,0,0,8,22,9.11,0,1,1,1,4445,0,key pma primary relation foreign target table select create default,key pma primary relation foreign target table select create default
231,3438100,"[core][css code hint]: there is no code hint for css property ""word-break"" on the context menu.","steps:
launch brackets.
open a css file and input string `word-`.

result:
there are two css property name :`word-spacing` and `word-wrap`, but can not see the property name `word-break`. but if manully input property name `word-break` and open quickdocs, it will show its property name and values.

expected:
the property name `word-break` should show on the code hints menu.

env: mac10.8.3 and win8 english os
build: 0.29.0-8678

snapshot:
please refer to snapshot for details:

",1,0,0,0,16,74,12.89,,1,1,0,30181,1,word-break property snapshot input word-wrap word-spacing word- win8 quickdocs manully,word-break property snapshot input word-wrap word-spacing word- win8 quickdocs manully mac10.8.3 0.29.0-8678 hint launch env english css bracket refer cs
232,56327791,document how to use stringdecoder in combination with stream.transform,"in https://github.com/nodejs/node/issues/7315 and https://github.com/nodejs/node/pull/7425, it was discussed how to add string decoding capabilities to `writable`. however, that is very tricky to implement without a performance regression. at the bare minimum, we should document this inside the streams api docs.

see https://github.com/mcollina/split2/blob/master/index.js as an example.

",0,0,0,0,9,44,23.54,0,1,41,0,64262,1,writable decode //github.com/nodejs/node/pull/7425 //github.com/nodejs/node/issues/7315 //github.com/mcollina/split2/blob/master/index.js minimum capability bare tricky performance,writable decode //github.com/nodejs/node/pull/7425 //github.com/nodejs/node/issues/7315 //github.com/mcollina/split2/blob/master/index.js minimum capability bare tricky performance regression stream implement https api document inside doc string http
233,36295441,add v in vv,"add visual function/vars code analysis menu command `v` in the visual graph

",0,0,0,0,4,12,12.28,51,1,3,0,10992,0,visual function/vars analysis menu graph command add code,visual function/vars analysis menu graph command add code
234,6662768,cvalidator createvalidator(),"you are using preg_split which is screwing up my logic when i have spaces in my attribute names. it is only supposed to seperate commas from the string. i solved this issue using explode:

line 149 and 150:
if(is_string($attributes))
$attributes=preg_split('/[\s,]+/',$attributes,-1,preg_split_no_empty);

solution:
if(is_string($attributes))
$attributes=explode(',',$attributes);

",0,0,0,0,2,43,21.92,,2,2,1,4862,1,attribute is_string seperate preg_split_no_empty preg_split attributes=preg_split attributes=explode \s 150 149,attribute is_string seperate preg_split_no_empty preg_split attributes=preg_split attributes=explode \s 150 149 +/ screw explode '/ comma solve logic -1 suppose space
235,19595251,print error if file not found for the source ('.') command,"if run "". some_file"" r2 wont print anything if file not found.

",0,0,0,0,10,11,6.82,11,1,6,1,10992,0,some_file wont r2 print `` file,some_file wont r2 print `` file
236,54046619,fix python warnings (occur during testing),"need to fix warnings from interpreter (during test run).
it's easy to see all:
`python -wd -b` for python3

",0,1,0,0,6,19,6.29,0,4,11,9,9830,1,python3 -wd -b interpreter python easy warning test,python3 -wd -b interpreter python easy warning test
237,20702014,pd 0 should print 0 instructions,"pd 0 != pd

",0,0,0,0,6,3,-12.06,47,1,10,3,10992,0,pd,pd
238,23046948,konjiki no gash bell - unare yuujou no zakeru 2 - minor graphical garbage,"save file: http://www.mediafire.com/download/4mic7jqd88cznsq/konjiki_no_gashbell%21%21_-_unare%21_yuujou_no_zakeru_2_%28japan%29.sav
once it gets to the main menu, select vs mode and free battle or similar to select the specified char team. those parts are in english.
the selected character team's intro animation before the match begins consistently shows a small 8x8 pink/blue garbage above the characters and goes away before the animation ends.


",2,0,0,0,12,56,20.83,815,5,38,15,1730,0,team animation select character pink/blue garbage battle 8x8 29.sav 28japan,team animation select character pink/blue garbage battle 8x8 29.sav 28japan 21_yuujou_no_zakeru_2_ 21_-_unare //www.mediafire.com/download/4mic7jqd88cznsq/konjiki_no_gashbell selected intro english consistently char 21 free
239,22364118,"add a new formatter (""tabular"")","i would like to propose to replace ""stylish"" or add a new formatter called ""tabular"".

the output formate is:


in terminal, it looks like:

<img width=""808"" alt=""screen shot 2015-10-04 at 21 11 01"" src=""https://cloud.githubusercontent.com/assets/973543/10269981/738a6cc6-6adc-11e5-9dbc-b41c473dc84f.png"">

the table itself is generated using https://github.com/gajus/table package.

",0,1,0,0,5,42,25.72,0,5,524,2,14910,1,`` tabular formate 808 2015-10-04 //github.com/gajus/table //cloud.githubusercontent.com/assets/973543/10269981/738a6cc6-6adc-11e5-9dbc-b41c473dc84f.png stylish formatter 01,`` tabular formate 808 2015-10-04 //github.com/gajus/table //cloud.githubusercontent.com/assets/973543/10269981/738a6cc6-6adc-11e5-9dbc-b41c473dc84f.png stylish formatter 01 terminal shoot 21 11 width= alt= img src= propose table
240,50386113,doc: http.request and https.request accepts whatwg url object as argument,"
* version: master
* subsystem: doc


after https://github.com/nodejs/node/pull/10638 `http.request` and `https.request` (hence `http.get` and `https.get`) takes an whatwg url object as argument. this has not been documented yet and can be a good first contribution. changing the type annotations in `doc/api/http.md` and `doc/api/https.md` and the description of those arguments should be enough.
",0,0,2,0,10,50,18.38,1,2,55,10,64262,1,argument whatwg https.request https.get http.request http.get doc/api/https.md doc/api/http.md //github.com/nodejs/node/pull/10638 annotation,argument whatwg https.request https.get http.request http.get doc/api/https.md doc/api/http.md //github.com/nodejs/node/pull/10638 annotation contribution document url subsystem object doc master type description change
241,2883964,marker seticon is not removing the shadow image properly,"it seems to be just adding a new icon and leaving the old shadow on the map.

jsfiddle to show what i mean.
http://jsfiddle.net/jyf9u/8/

i expected it to have one marker highlighted and one not highlighted, but they both look highlighted.

",0,0,0,0,9,41,10.93,,1,36,36,25710,0,highlight //jsfiddle.net/jyf9u/8/ shadow jsfiddle marker icon leave map expect add,highlight //jsfiddle.net/jyf9u/8/ shadow jsfiddle marker icon leave map expect add http
242,46124860,bug running jest with scrollview dependant components,"description

when running `npm run test`, the default tests `index.ios.js` and `index.android.js` fail due to the following error:


reproduction


solution

i'm open to send a pr with a fix if somebody can guide me through this. could be here https://github.com/facebook/react-native/blob/dbe555ba78d7b0f79e482c62787db2fc3d897848/libraries/components/scrollview/__mocks__/scrollviewmock.js?

additional information

* react native version: 0.42.0
* platform: both
* operating system: macos sierra
* dev tools: ios 10.2

",0,2,0,0,7,56,27.15,32,1,8,1,80973,0,index.ios.js index.android.js 10.2 //github.com/facebook/react-native/blob/dbe555ba78d7b0f79e482c62787db2fc3d897848/libraries/components/scrollview/__mocks__/scrollviewmock.js 0.42.0 dev sierra reproduction guide tool,index.ios.js index.android.js 10.2 //github.com/facebook/react-native/blob/dbe555ba78d7b0f79e482c62787db2fc3d897848/libraries/components/scrollview/__mocks__/scrollviewmock.js 0.42.0 dev sierra reproduction guide tool additional native test io operating react send pr solution npm
243,59639397,implement automatic fixes for our custom eslint rules,"
* version: master
* subsystem: tools


the rules are in https://github.com/nodejs/node/tree/master/tools/eslint-rules
some of them should be possible to get fixed automatically e.g. to fix `require-buffer` simply put a line below 'use strict' and stuff.

eslint documentation on how to implement custom fixes: https://eslint.org/docs/developer-guide/working-with-rules#applying-fixes
",0,0,2,0,8,41,27.63,0,2,42,5,64262,1,require-buffer applying-fixes //github.com/nodejs/node/tree/master/tools/eslint-rules //eslint.org/docs/developer-guide/working-with-rules 'use strict stuff tool automatically simply,require-buffer applying-fixes //github.com/nodejs/node/tree/master/tools/eslint-rules //eslint.org/docs/developer-guide/working-with-rules 'use strict stuff tool automatically simply custom implement eslint e.g subsystem rule master documentation http version
244,20902479,support of the selecting max stack depth for `dbt`," [x] via the config variable? dbg.btdepth?
 [x] add help for the `dbt` command

",0,0,0,0,9,13,7.7,10,7,17,9,10992,1,dbt dbg.btdepth config variable command add,dbt dbg.btdepth config variable command add
245,41664103,enhance `browser.ready`,"in a world without the webdriver control flow, we're going to need `browser.ready` to be better:

* initialize to `driver.getsession()`, since that will wait for the browser session to start
",3,0,0,0,2,29,13.3,22,2,33,16,8337,0,driver.getsession browser.ready webdriver session initialize wait flow control browser start,driver.getsession browser.ready webdriver session initialize wait flow control browser start
246,66855062,[improvement] display version number more obviously,"
 insomnia version: hold on while i try and figure it out (5.14.7)
 operating system:  w10

details

would be nice to have help->about to show about page with version number.

wasn't very intuitive to go application->preferences and then find the version number at the top of the modal.
",0,0,2,0,6,47,11.85,307,2,30,5,10831,0,w10 help- application- 5.14.7 intuitive insomnia version preference hold modal,w10 help- application- 5.14.7 intuitive insomnia version preference hold modal figure operating top detail nice system
247,7576928,look for missing error handling,"in the callback pattern common to node.js you often see code that looks like this:


it would be really great if we could somehow enforce that errors are handled.

in particular this rule _could be_ as simple as, given a function with `err` as an argument, ensure that `err` is used within that function. acceptable uses that would satisfy that criteria would be:
 `if (err) { /* .. */ }`
 `next(err, data)`

the following should not pass the criteria:
 `// if (err) {`
 `function(err, data) { dosomethingwith(data); }`

certainly, relying on the name of the error is really sketchy, but it's difficult without some sort of convention to know when we're expecting an err and when we're just expecting any old data.

there will be much to discuss in how to implement this. here's a thread that kind of started the discussion:
https://twitter.com/jergason/status/427923574335102977

",0,1,0,0,5,134,13.07,0,6,206,0,14910,1,err data criterion function sketchy dosomethingwith be_ _could //twitter.com/jergason/status/427923574335102977 satisfy,err data criterion function sketchy dosomethingwith be_ _could //twitter.com/jergason/status/427923574335102977 satisfy convention acceptable rely /* */ ensure enforce expect discussion difficult
248,20875650,incorrect search rop-gadgets in avr arch,"/r/ should search for gadgeds with an even offset, rather then odd one, because of instruction length in the avr (2/4 bytes aligned for some data/instructions).

may be add cfg variable(option in /r?) or make this automatically in avr arch for even search? 

",0,0,0,0,6,43,10.98,10,1,9,6,10992,0,avr search gadgeds data/instructions cfg 2/4 /r/ /r align odd,avr search gadgeds data/instructions cfg 2/4 /r/ /r align odd length instruction arch offset automatically byte variable option add
249,19452380,targetblank = true not working for automatic links (when autolink = true),"when links are created automatically and the targetblank is set to true, the automatically created links will still not have any target set. 

similar to #508 

",0,0,0,0,10,26,12.48,23,3,21,2,13897,1,automatically link create targetblank 508 set target true,automatically link create targetblank 508 set target true
250,33260308,rename `fields` to `stored_fields` and add `docvalue_fields`,"as of https://github.com/elastic/elasticsearch/pull/15017 the `fields` parameter will no longer try to retrieve fields from the `_source` but will only return stored fields.  this is a breaking change and there is nothing to warn the user that their response may well be different.

instead, let's rename `fields` to `stored_fields` and throw an exception if the user uses `fields`.

also, add `docvalue_fields` as an adjunct to `fielddata_fields`

",0,0,0,0,7,65,15.22,0,45,444,313,44138,1,field stored_fields fielddata_fields docvalue_fields adjunct _source //github.com/elastic/elasticsearch/pull/15017 user retrieve warn,field stored_fields fielddata_fields docvalue_fields adjunct _source //github.com/elastic/elasticsearch/pull/15017 user retrieve warn rename response store break parameter throw exception return change add
251,67726912,make purge should uninstall and purge debian packages if found,"same goes for other distros,  and maybe by prompting the user for confirmation
",0,0,0,0,10,13,10.83,2,2,27,3,10992,0,distros prompt confirmation user,distros prompt confirmation user
252,59528939,copy-paste: copy the recipient bar if and only if selecting from more than one recipient block.,"
copying the messages with bar and baz (select with mouse, and use ctrl-c) gives

the desired behavior would be to also have `test here > recipient block 1 today` up top.
note that if you copy all three messages, it works as desired. 

in the other direction: if you select messages foo and bar, it does copy the recipient bar header, which it should not. 

basically, the current algorithm seems to be: the recipient bar header is copied if: you select more than 1 message, and select the first message in the recipient block.

the correct algorithm is: the recipient bar header is copied if: you select messages from more than 1 recipient block, and select any message in the recipient block.

",1,1,0,0,16,121,10.23,202,2,186,2,10409,1,recipient select copy bar message block header algorithm desired ctrl-c,recipient select copy bar message block header algorithm desired ctrl-c baz desire direction basically mouse foo top note correct current
253,47367983,readdir docs don__ mention when options argument was added,"<blockquote>


<details open><summary>history</summary>

</details>
</blockquote>

",1,0,0,1,9,5,56,6,1,3,0,64262,0,history blockquote /blockquote /summary /details summary detail,history blockquote /blockquote /summary /details summary detail
254,38449644,yarn init : error,"
do you want to request a _feature_ or report a _bug_?

can't seem to execute `yarn init`.
this is the error i get: 


please mention your node.js, yarn and operating system version.
",0,1,1,0,3,32,8,6,2,29,3,36831,0,yarn _feature_ _bug_ init operating node.js execute mention system report,yarn _feature_ _bug_ init operating node.js execute mention system report request error version
255,21050576,"build,windows: build and test add-ons on ci","continuation of https://github.com/nodejs/node/pull/2428.  building and testing add-ons has been implemented on unices but not on windows.

this probably needs to be added to vcbuild.bat although i'm unsure what the best way to do that is.  call out to a python script that builds the add-ons?  normal add-ons in test/addons can be built from a master binding.gyp but that won't work for add-ons scraped from the documentation.

/cc @orangemocha @nodejs/build @nodejs/platform-windows

",0,0,0,0,7,70,15.98,125,1,30,4,64262,1,add-on vcbuild.bat unices test/addons scrap orangemocha nodejs/platform-windows continuation building binding.gyp,add-on vcbuild.bat unices test/addons scrap orangemocha nodejs/platform-windows continuation building binding.gyp //github.com/nodejs/node/pull/2428 build nodejs/build unsure normal /cc wo implement python script
256,54217455,subs caps button isn't sized fully in v6,"description
the new subs caps button in v6 has full functionality, however, when you click on it, you can see that the focus outline is sized to only the font-icon rather than the entire button itself.
where as it should look like so:

steps to reproduce
create a player
add some captions or subtitles
play the video
click on the subs caps button.

results
expected
expected to outline the entire button

actual
the outline only covers the font icon itself

proposed solution

to rebuild the styles locally, you can then run `grunt skin` or `npm run grunt -- skin`.
",5,1,0,0,8,98,11.27,64,1,5,0,26060,1,outline button grunt skin cap entire click v6 subtitle rebuild,outline button grunt skin cap entire click v6 subtitle rebuild font-icon font locally caption focus cover video functionality player propose
257,39623870,back and forwards menu bar items with keyboard shortcuts,"
os:
macos 10.12.1
issue descriptions:
keyboard navigation and mouse buttons (through keyboard commands) do not work for general navigation.

chrome and finder both use __ and __ for back and forward respectively.

my mouse has two buttons on the side that are set to those shortcuts__llowing me to go back and forward.

can these please be added to the view or window menus in the menu bar so that i can use my mouse for navigation? __
steps to reproduce:
press side mouse buttons.
nothing happens. the page doesn't navigate back or forwards.

or-

press __
nothing happens. the page doesn't navigate back.
",0,0,1,0,9,103,11.21,0,2,12,0,7971,1,__ mouse navigation forward button navigate keyboard menu press shortcuts__llowing,__ mouse navigation forward button navigate keyboard menu press shortcuts__llowing or- finder 10.12.1 view bar macos chrome window happen command
258,24890319,bug when removing a comment in visual mode,"see the asciinema: http://radare.tv/a/121
 for the binary http://rghost.net/private/7bkfqmt6b/c4e729badf1b540d8bf05b6146ba1755
just aar -> s str.david_mackenzie -> vp -> "";"" -> ""lol""\n -> "";"" ->  ""-"" -> wtf

",0,0,0,0,8,15,37.05,0,2,16,11,10992,0,`` wtf vp str.david_mackenzie lol aar //rghost.net/private/7bkfqmt6b/c4e729badf1b540d8bf05b6146ba1755 //radare.tv/a/121 asciinema \n,`` wtf vp str.david_mackenzie lol aar //rghost.net/private/7bkfqmt6b/c4e729badf1b540d8bf05b6146ba1755 //radare.tv/a/121 asciinema \n binary http
259,50492667,backslash before u not escaped,"regarding the path `c:\images\umbrellas\`, the backslash before `u` isn't escaped:

",1,0,0,0,5,10,18.36,0,6,119,53,10992,0,backslash \images\umbrellas\ escape regard path,backslash \images\umbrellas\ escape regard path
260,19433031,elasticsearch 2.0 joins 1.6 cluster,"start a node with 1.6.0, then a node from master.

check the cluster health on master - it reports two nodes.

",0,0,0,0,5,20,7.66,0,5,70,5,44138,1,node 1.6.0 master health cluster report start check,node 1.6.0 master health cluster report start check
